Career,Prompt,Model,File Path,Sex,Gender,Labels
TaxiDriver,Base,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Base/47.png,Male,Man,"{'Adult': 99.54454803466797, 'Male': 99.54454803466797, 'Man': 99.54454803466797, 'Person': 99.54454803466797, 'Transportation': 87.84806060791016, 'Vehicle': 87.84806060791016, 'Car': 86.28147888183594, 'Taxi': 84.40174102783203, 'Accessories': 65.33946228027344, 'Face': 65.32025909423828, 'Head': 65.32025909423828, 'Happy': 57.620208740234375, 'Smile': 57.620208740234375, 'Body Part': 56.908653259277344, 'Finger': 56.908653259277344, 'Hand': 56.908653259277344, 'Driving': 55.54489517211914, 'Belt': 55.21379852294922}"
TaxiDriver,Base,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Base/46.png,Male,Man,"{'Baseball Cap': 99.94001770019531, 'Cap': 99.94001770019531, 'Clothing': 99.94001770019531, 'Hat': 99.94001770019531, 'Adult': 98.31945037841797, 'Male': 98.31945037841797, 'Man': 98.31945037841797, 'Person': 98.31945037841797, 'Face': 95.96315002441406, 'Head': 95.96315002441406, 'Photography': 95.96315002441406, 'Portrait': 95.96315002441406, 'Body Part': 93.3139419555664, 'Finger': 93.3139419555664, 'Hand': 93.3139419555664, 'Car': 76.88033294677734, 'Transportation': 76.88033294677734, 'Vehicle': 76.88033294677734, 'Alloy Wheel': 56.73540115356445, 'Car Wheel': 56.73540115356445, 'Machine': 56.73540115356445, 'Spoke': 56.73540115356445, 'Tire': 56.73540115356445, 'Wheel': 56.73540115356445, 'Happy': 56.612449645996094, 'Smile': 56.612449645996094}"
TaxiDriver,Base,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Base/0.png,Male,Man,"{'Head': 99.32844543457031, 'Person': 99.32844543457031, 'Face': 99.05628967285156, 'Adult': 99.04325866699219, 'Male': 99.04325866699219, 'Man': 99.04325866699219, 'Happy': 96.60820007324219, 'Smile': 96.60820007324219, 'Car': 92.11361694335938, 'Transportation': 92.11361694335938, 'Vehicle': 92.11361694335938, 'Photography': 57.861637115478516, 'Portrait': 57.861637115478516, 'Driving': 57.160240173339844}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/48.png,Male,Man,"{'Adult': 99.1150131225586, 'Male': 99.1150131225586, 'Man': 99.1150131225586, 'Person': 99.1150131225586, 'Face': 96.7862319946289, 'Head': 96.7862319946289, 'Photography': 92.7085952758789, 'Portrait': 92.7085952758789, 'Driving': 91.83621215820312, 'Transportation': 91.83621215820312, 'Vehicle': 91.83621215820312}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/49.png,Male,Man,"{'Driving': 98.5243911743164, 'Person': 98.5243911743164, 'Transportation': 98.5243911743164, 'Vehicle': 98.5243911743164, 'Adult': 98.42855072021484, 'Male': 98.42855072021484, 'Man': 98.42855072021484, 'Car': 98.31402587890625, 'Face': 89.50443267822266, 'Head': 89.50443267822266, 'Machine': 78.59833526611328, 'Wheel': 78.59833526611328, 'Female': 58.070980072021484, 'Woman': 58.070980072021484}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/8.png,,,"{'Car': 99.06440734863281, 'Transportation': 99.06440734863281, 'Vehicle': 99.06440734863281, 'Person': 96.60980224609375, 'Driving': 88.50733947753906, 'Machine': 82.51565551757812, 'Wheel': 82.51565551757812, 'Face': 70.008056640625, 'Head': 70.008056640625, 'Steering Wheel': 57.9116096496582}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/9.png,Male,Man,"{'Adult': 96.5370864868164, 'Male': 96.5370864868164, 'Man': 96.5370864868164, 'Person': 96.5370864868164, 'Car': 95.13884735107422, 'Taxi': 95.13884735107422, 'Transportation': 95.13884735107422, 'Vehicle': 95.13884735107422, 'Face': 94.09053039550781, 'Head': 94.09053039550781, 'Driving': 56.96959686279297, 'Photography': 56.51231384277344, 'Portrait': 56.51231384277344, 'Happy': 56.14138412475586, 'Smile': 56.14138412475586, 'Body Part': 55.119930267333984, 'Finger': 55.119930267333984, 'Hand': 55.119930267333984}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/14.png,Male,Man,"{'Adult': 99.43359375, 'Male': 99.43359375, 'Man': 99.43359375, 'Person': 99.43359375, 'Cushion': 97.69834899902344, 'Home Decor': 97.69834899902344, 'Face': 94.9075927734375, 'Head': 94.9075927734375, 'Car': 88.16158294677734, 'Transportation': 88.16158294677734, 'Vehicle': 88.16158294677734, 'Car - Exterior': 65.6314926147461, 'Car Mirror': 64.64313507080078, 'Driving': 57.61091232299805, 'Accessories': 56.17997741699219, 'Belt': 56.17997741699219, 'Headrest': 55.23065185546875}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/28.png,Male,Man,"{'Head': 99.95438385009766, 'Person': 99.95438385009766, 'Face': 99.94813537597656, 'Adult': 99.67058563232422, 'Male': 99.67058563232422, 'Man': 99.67058563232422, 'Body Part': 96.08894348144531, 'Shoulder': 96.08894348144531, 'Photography': 92.31007385253906, 'Portrait': 92.31007385253906, 'Sad': 71.89200592041016, 'Neck': 56.630279541015625, 'Frown': 55.2689208984375}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/29.png,Male,Man,"{'Face': 99.99858093261719, 'Head': 99.99858093261719, 'Person': 99.99858093261719, 'Photography': 99.99858093261719, 'Portrait': 99.99858093261719, 'Adult': 99.74817657470703, 'Male': 99.74817657470703, 'Man': 99.74817657470703, 'Clothing': 81.91954803466797, 'Shirt': 81.91954803466797, 'Body Part': 63.10975646972656, 'Shoulder': 63.10975646972656, 'Frown': 57.39263916015625, 'Sad': 57.39263916015625, 'Neck': 56.61148452758789}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/15.png,Male,Man,"{'Adult': 99.53826141357422, 'Male': 99.53826141357422, 'Man': 99.53826141357422, 'Person': 99.53826141357422, 'Car': 97.59422302246094, 'Transportation': 97.59422302246094, 'Vehicle': 97.59422302246094, 'Taxi': 96.8824234008789, 'Clothing': 82.31130981445312, 'Shirt': 82.31130981445312}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/17.png,Male,Man,"{'Adult': 98.91445922851562, 'Male': 98.91445922851562, 'Man': 98.91445922851562, 'Person': 98.91445922851562, 'Driving': 98.57138061523438, 'Transportation': 98.57138061523438, 'Vehicle': 98.57138061523438, 'Machine': 89.14085388183594, 'Wheel': 89.14085388183594, 'Face': 85.94697570800781, 'Head': 85.94697570800781}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/16.png,Male,Man,"{'Face': 99.9389877319336, 'Head': 99.9389877319336, 'Person': 99.9389877319336, 'Photography': 99.9389877319336, 'Portrait': 99.9389877319336, 'Adult': 99.667724609375, 'Male': 99.667724609375, 'Man': 99.667724609375, 'Body Part': 56.955623626708984, 'Shoulder': 56.955623626708984, 'Desk': 56.36050796508789, 'Furniture': 56.36050796508789, 'Table': 56.36050796508789, 'Frown': 55.769676208496094, 'Sad': 55.769676208496094}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/12.png,Female,Woman,"{'Head': 99.6821517944336, 'Person': 99.6821517944336, 'Face': 99.64178466796875, 'Adult': 98.13777923583984, 'Female': 98.13777923583984, 'Woman': 98.13777923583984, 'Photography': 94.21754455566406, 'Portrait': 94.21754455566406, 'Transportation': 74.74614715576172, 'Vehicle': 74.74614715576172, 'Driving': 69.1715087890625, 'Accessories': 57.81892013549805, 'Belt': 57.81892013549805, 'Happy': 56.83222961425781, 'Smile': 56.83222961425781}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/13.png,Female,Woman,"{'Adult': 98.14444732666016, 'Female': 98.14444732666016, 'Person': 98.14444732666016, 'Woman': 98.14444732666016, 'Driving': 96.28253936767578, 'Transportation': 96.28253936767578, 'Vehicle': 96.28253936767578, 'Face': 71.77899932861328, 'Head': 71.77899932861328}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/39.png,Male,Man,"{'Face': 99.99998474121094, 'Head': 99.99998474121094, 'Person': 99.99998474121094, 'Photography': 99.99998474121094, 'Portrait': 99.99998474121094, 'Clothing': 99.94475555419922, 'Hardhat': 99.94475555419922, 'Helmet': 99.94475555419922, 'Adult': 99.5533447265625, 'Male': 99.5533447265625, 'Man': 99.5533447265625, 'Worker': 57.68097686767578, 'Crash Helmet': 56.055171966552734, 'Body Part': 55.95398712158203, 'Neck': 55.95398712158203, 'Frown': 55.395294189453125, 'Sad': 55.395294189453125}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/11.png,,,"{'Driving': 99.01457214355469, 'Person': 99.01457214355469, 'Transportation': 99.01457214355469, 'Vehicle': 99.01457214355469, 'Face': 89.8431396484375, 'Head': 89.8431396484375}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/10.png,Male,Man,"{'Adult': 97.41571044921875, 'Male': 97.41571044921875, 'Man': 97.41571044921875, 'Person': 97.41571044921875, 'Car': 96.03120422363281, 'Transportation': 96.03120422363281, 'Vehicle': 96.03120422363281, 'Face': 94.69001007080078, 'Head': 94.69001007080078, 'Hair': 56.824462890625, 'Black Hair': 56.8077392578125, 'Police': 56.69270324707031, 'Photography': 55.91302490234375, 'Portrait': 55.91302490234375}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/38.png,Male,Man,"{'Face': 99.98987579345703, 'Head': 99.98987579345703, 'Person': 99.98987579345703, 'Photography': 99.98987579345703, 'Portrait': 99.98987579345703, 'Adult': 99.57560729980469, 'Male': 99.57560729980469, 'Man': 99.57560729980469, 'Body Part': 87.5931396484375, 'Finger': 87.5931396484375, 'Hand': 87.5931396484375, 'Frown': 57.71135711669922, 'Sad': 57.71135711669922}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/35.png,Female,Woman,"{'Head': 99.61856842041016, 'Person': 99.61856842041016, 'Face': 99.60630798339844, 'Adult': 97.01144409179688, 'Female': 97.01144409179688, 'Woman': 97.01144409179688, 'Body Part': 94.68490600585938, 'Finger': 94.68490600585938, 'Hand': 94.68490600585938, 'Photography': 94.61751556396484, 'Portrait': 94.61751556396484, 'Car': 88.8391342163086, 'Transportation': 88.8391342163086, 'Vehicle': 88.8391342163086, 'Driving': 57.97429656982422, 'Officer': 55.545074462890625}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/21.png,Male,Man,"{'Cushion': 99.9998779296875, 'Home Decor': 99.9998779296875, 'Adult': 99.40253448486328, 'Male': 99.40253448486328, 'Man': 99.40253448486328, 'Person': 99.40253448486328, 'Driving': 97.75960540771484, 'Transportation': 97.75960540771484, 'Vehicle': 97.75960540771484, 'Headrest': 73.283935546875, 'Face': 60.00444412231445, 'Head': 60.00444412231445}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/20.png,Male,Man,"{'Face': 98.60381317138672, 'Head': 98.60381317138672, 'Person': 98.60381317138672, 'Adult': 97.747802734375, 'Male': 97.747802734375, 'Man': 97.747802734375, 'Driving': 93.40559387207031, 'Transportation': 93.40559387207031, 'Vehicle': 93.40559387207031, 'Photography': 90.16197204589844, 'Portrait': 90.16197204589844, 'Body Part': 89.93400573730469, 'Finger': 89.93400573730469, 'Hand': 89.93400573730469, 'Car': 68.23220825195312}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/34.png,,,"{'Person': 99.53565216064453, 'Head': 97.1194839477539, 'Face': 96.93189239501953, 'Photography': 85.8864517211914, 'Portrait': 85.8864517211914, 'Transportation': 84.89472198486328, 'Vehicle': 84.89472198486328, 'Car': 68.12816619873047, 'Bus': 57.21966552734375, 'School Bus': 56.26728439331055}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/22.png,Male,Man,"{'Adult': 99.30914306640625, 'Male': 99.30914306640625, 'Man': 99.30914306640625, 'Person': 99.30914306640625, 'Car': 98.4760971069336, 'Taxi': 98.4760971069336, 'Transportation': 98.4760971069336, 'Vehicle': 98.4760971069336, 'Face': 82.9223403930664, 'Head': 82.9223403930664, 'Photography': 56.274009704589844, 'Portrait': 56.274009704589844}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/36.png,Male,Man,"{'Adult': 99.10072326660156, 'Male': 99.10072326660156, 'Man': 99.10072326660156, 'Person': 99.10072326660156, 'Car': 93.16058349609375, 'Transportation': 93.16058349609375, 'Vehicle': 93.16058349609375, 'Driving': 88.50733947753906, 'Face': 77.69745635986328, 'Head': 77.69745635986328, 'Machine': 66.3974609375, 'Wheel': 66.3974609375}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/37.png,Male,Man,"{'Baseball Cap': 99.94934844970703, 'Cap': 99.94934844970703, 'Clothing': 99.94934844970703, 'Hat': 99.94934844970703, 'Head': 99.7021255493164, 'Person': 99.7021255493164, 'Face': 99.67427825927734, 'Adult': 99.24214172363281, 'Male': 99.24214172363281, 'Man': 99.24214172363281, 'Photography': 99.13715362548828, 'Portrait': 99.13715362548828, 'Car': 86.54088592529297, 'Transportation': 86.54088592529297, 'Vehicle': 86.54088592529297, 'Driving': 56.042362213134766, 'Body Part': 55.82804870605469, 'Neck': 55.82804870605469}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/23.png,Female,Woman,"{'Adult': 99.9629135131836, 'Female': 99.9629135131836, 'Person': 99.9629135131836, 'Woman': 99.9629135131836, 'Face': 93.20928192138672, 'Head': 93.20928192138672, 'Photography': 93.20928192138672, 'Portrait': 93.20928192138672, 'Happy': 91.20149230957031, 'Smile': 91.20149230957031, 'Transportation': 88.11510467529297, 'Vehicle': 88.11510467529297, 'Car': 87.58145904541016, 'Taxi': 84.2978515625}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/27.png,Male,,"{'Boy': 98.19396209716797, 'Child': 98.19396209716797, 'Male': 98.19396209716797, 'Person': 98.19396209716797, 'Face': 86.53067016601562, 'Head': 86.53067016601562, 'Transportation': 78.868896484375, 'Vehicle': 78.868896484375, 'Car': 77.05436706542969, 'Body Part': 55.76265335083008, 'Shoulder': 55.76265335083008}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/33.png,Male,Man,"{'Car': 99.44906616210938, 'Transportation': 99.44906616210938, 'Vehicle': 99.44906616210938, 'Taxi': 99.1392822265625, 'Adult': 97.5570068359375, 'Male': 97.5570068359375, 'Man': 97.5570068359375, 'Person': 97.5570068359375, 'Clothing': 61.89540481567383, 'Hat': 61.89540481567383}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/32.png,,,"{'Car': 99.36685943603516, 'Taxi': 99.36685943603516, 'Transportation': 99.36685943603516, 'Vehicle': 99.36685943603516, 'Machine': 84.87090301513672, 'Wheel': 84.87090301513672, 'Person': 78.76165008544922}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/26.png,,,"{'Face': 99.98692321777344, 'Head': 99.98692321777344, 'Person': 99.98692321777344, 'Photography': 99.98692321777344, 'Portrait': 99.98692321777344, 'Cap': 97.17635345458984, 'Clothing': 97.17635345458984, 'Hat': 97.17635345458984, 'Skin': 92.83492279052734, 'Body Part': 57.88722610473633, 'Neck': 57.88722610473633, 'Baseball Cap': 57.74986267089844, 'Dimples': 56.35316848754883, 'Happy': 56.27301788330078, 'Smile': 56.27301788330078}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/18.png,,,"{'Face': 99.69438934326172, 'Head': 99.69438934326172, 'Person': 99.69438934326172, 'Photography': 92.31007385253906, 'Portrait': 92.31007385253906, 'Driving': 90.04551696777344, 'Transportation': 90.04551696777344, 'Vehicle': 90.04551696777344, 'Car': 60.278099060058594, 'Baseball Cap': 57.92014694213867, 'Cap': 57.92014694213867, 'Clothing': 57.92014694213867, 'Hat': 57.92014694213867, 'Happy': 56.6643180847168, 'Smile': 56.6643180847168}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/30.png,,,"{'Face': 99.81031799316406, 'Head': 99.81031799316406, 'Person': 99.81031799316406, 'Photography': 99.67140197753906, 'Portrait': 99.67140197753906, 'Body Part': 96.16434478759766, 'Shoulder': 96.16434478759766, 'Happy': 91.39893341064453, 'Smile': 91.39893341064453, 'Clothing': 57.243621826171875, 'Coat': 57.243621826171875, 'Skin': 56.96061325073242, 'Neck': 56.77082061767578}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/24.png,Male,Man,"{'Adult': 98.40306091308594, 'Male': 98.40306091308594, 'Man': 98.40306091308594, 'Person': 98.40306091308594, 'Transportation': 98.20921325683594, 'Vehicle': 98.20921325683594, 'Car': 93.0705337524414, 'Taxi': 93.0705337524414, 'Face': 73.13732147216797, 'Head': 73.13732147216797, 'Gun': 71.9959945678711, 'Weapon': 71.9959945678711, 'Driving': 64.60897064208984}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/25.png,Male,Man,"{'Face': 99.46295928955078, 'Head': 99.46295928955078, 'Person': 99.46295928955078, 'Adult': 99.44927978515625, 'Male': 99.44927978515625, 'Man': 99.44927978515625, 'Photography': 95.73902893066406, 'Portrait': 95.73902893066406, 'Clothing': 89.46676635742188, 'Hat': 89.46676635742188, 'Driving': 65.76940155029297, 'Transportation': 65.76940155029297, 'Vehicle': 65.76940155029297, 'Baseball Cap': 63.755943298339844, 'Cap': 63.755943298339844, 'Car': 59.068973541259766, 'Body Part': 56.01188659667969, 'Neck': 56.01188659667969, 'Happy': 55.809532165527344, 'Smile': 55.809532165527344}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/31.png,Male,Man,"{'Face': 99.9998779296875, 'Head': 99.9998779296875, 'Person': 99.9998779296875, 'Photography': 99.9998779296875, 'Portrait': 99.9998779296875, 'Body Part': 99.92273712158203, 'Neck': 99.92273712158203, 'Adult': 99.79019165039062, 'Male': 99.79019165039062, 'Man': 99.79019165039062, 'Clothing': 60.63242721557617, 'Hat': 60.63242721557617, 'Skin': 56.52886199951172, 'Happy': 55.60847473144531, 'Smile': 55.60847473144531}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/19.png,Male,Man,"{'Face': 99.99993896484375, 'Head': 99.99993896484375, 'Person': 99.99993896484375, 'Photography': 99.99993896484375, 'Portrait': 99.99993896484375, 'Adult': 99.5125732421875, 'Male': 99.5125732421875, 'Man': 99.5125732421875, 'Beard': 88.18592071533203, 'Body Part': 57.898597717285156, 'Mouth': 57.898597717285156, 'Mustache': 56.64313507080078, 'Neck': 56.37531280517578, 'Skin': 56.18355178833008, 'Frown': 55.239070892333984, 'Sad': 55.239070892333984, 'Selfie': 55.08283996582031}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/4.png,,,"{'Face': 99.99990844726562, 'Happy': 99.99990844726562, 'Head': 99.99990844726562, 'Person': 99.99990844726562, 'Smile': 99.99990844726562, 'Photography': 97.18522644042969, 'Portrait': 97.18522644042969, 'Body Part': 57.05885314941406, 'Neck': 57.05885314941406, 'Shoulder': 56.002830505371094, 'Laughing': 55.93149185180664, 'Mouth': 55.059165954589844}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/42.png,Male,Man,"{'Face': 99.95694732666016, 'Head': 99.95694732666016, 'Person': 99.95694732666016, 'Photography': 99.95694732666016, 'Portrait': 99.95694732666016, 'Adult': 99.17987823486328, 'Male': 99.17987823486328, 'Man': 99.17987823486328, 'Car': 62.964725494384766, 'Transportation': 62.964725494384766, 'Vehicle': 62.964725494384766, 'Body Part': 57.89870071411133, 'Shoulder': 57.89870071411133, 'Happy': 56.93508529663086, 'Smile': 56.93508529663086}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/43.png,,,"{'Car': 98.86634063720703, 'Transportation': 98.86634063720703, 'Vehicle': 98.86634063720703, 'Taxi': 96.37773895263672, 'Baby': 90.42172241210938, 'Person': 90.42172241210938, 'Face': 85.36705017089844, 'Head': 85.36705017089844, 'Driving': 71.56014251708984}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/5.png,Male,Man,"{'Car': 98.57283020019531, 'Transportation': 98.57283020019531, 'Vehicle': 98.57283020019531, 'Adult': 94.83897399902344, 'Male': 94.83897399902344, 'Man': 94.83897399902344, 'Person': 94.83897399902344, 'Taxi': 94.73662567138672, 'Boat': 71.094482421875, 'Face': 69.59561157226562, 'Head': 69.59561157226562}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/41.png,,,"{'Head': 99.99514770507812, 'Person': 99.99514770507812, 'Face': 99.99425506591797, 'Photography': 99.98626708984375, 'Portrait': 99.98626708984375, 'Body Part': 89.34054565429688, 'Neck': 89.34054565429688, 'Skin': 84.24755096435547, 'Happy': 64.70602416992188, 'Smile': 64.70602416992188}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/7.png,Male,Man,"{'Face': 100.0, 'Head': 100.0, 'Person': 100.0, 'Photography': 100.0, 'Portrait': 100.0, 'Adult': 99.63999938964844, 'Male': 99.63999938964844, 'Man': 99.63999938964844, 'Frown': 98.42463684082031, 'Sad': 98.42463684082031, 'Body Part': 96.33859252929688, 'Mouth': 96.33859252929688, 'Neck': 64.15213012695312, 'Happy': 57.70789337158203, 'Smile': 57.70789337158203}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/6.png,Male,,"{'Boy': 99.48731231689453, 'Child': 99.48731231689453, 'Male': 99.48731231689453, 'Person': 99.48731231689453, 'Car': 98.96886444091797, 'Transportation': 98.96886444091797, 'Vehicle': 98.96886444091797, 'Machine': 87.83831024169922, 'Wheel': 87.83831024169922, 'Taxi': 73.42742919921875, 'Face': 56.07901382446289, 'Head': 56.07901382446289, 'Photography': 56.07901382446289, 'Portrait': 56.07901382446289}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/40.png,Male,Man,"{'Baseball Cap': 99.60134887695312, 'Cap': 99.60134887695312, 'Clothing': 99.60134887695312, 'Hat': 99.60134887695312, 'Adult': 99.50971984863281, 'Male': 99.50971984863281, 'Man': 99.50971984863281, 'Person': 99.50971984863281, 'Body Part': 97.7025375366211, 'Finger': 97.7025375366211, 'Hand': 97.7025375366211, 'Car': 96.5345230102539, 'Transportation': 96.5345230102539, 'Vehicle': 96.5345230102539, 'Driving': 95.2525405883789, 'Face': 56.274009704589844, 'Head': 56.274009704589844, 'Photography': 56.274009704589844, 'Portrait': 56.274009704589844}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/44.png,,,"{'Face': 99.79286193847656, 'Head': 99.79286193847656, 'Person': 99.79286193847656, 'Photography': 82.909423828125, 'Portrait': 82.909423828125, 'Transportation': 65.74760437011719, 'Vehicle': 65.74760437011719, 'Frown': 56.46421813964844, 'Sad': 56.46421813964844, 'Driving': 55.37672805786133}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/2.png,Male,Man,"{'Adult': 99.49288177490234, 'Male': 99.49288177490234, 'Man': 99.49288177490234, 'Person': 99.49288177490234, 'Car': 99.48532104492188, 'Transportation': 99.48532104492188, 'Vehicle': 99.48532104492188, 'Driving': 98.50850677490234, 'Machine': 73.9602279663086, 'Wheel': 73.9602279663086, 'Head': 68.70559692382812, 'Face': 68.32711791992188, 'Home Decor': 56.138980865478516, 'Sitting': 56.116207122802734}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/3.png,Male,Man,"{'Driving': 99.27175903320312, 'Person': 99.27175903320312, 'Transportation': 99.27175903320312, 'Vehicle': 99.27175903320312, 'Adult': 97.8456039428711, 'Male': 97.8456039428711, 'Man': 97.8456039428711, 'Face': 81.91360473632812, 'Head': 81.91360473632812}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/45.png,Male,Man,"{'Adult': 99.40921783447266, 'Male': 99.40921783447266, 'Man': 99.40921783447266, 'Person': 99.40921783447266, 'Face': 91.24774932861328, 'Head': 91.24774932861328, 'Sitting': 85.1567611694336, 'Car': 57.05678939819336, 'Transportation': 57.05678939819336, 'Vehicle': 57.05678939819336, 'Body Part': 56.98163986206055, 'Shoulder': 56.98163986206055, 'Hair': 55.15890121459961}"
TaxiDriver,Engineered_v1,SDv4,./582_Images/SDv4/TaxiDriver/SDv4_TaxiDriver_Engineered_v1/1.png,Female,Woman,"{'Head': 99.98811340332031, 'Person': 99.98811340332031, 'Face': 99.98613739013672, 'Photography': 99.96851348876953, 'Portrait': 99.96851348876953, 'Happy': 99.88414764404297, 'Smile': 99.88414764404297, 'Adult': 99.75494384765625, 'Female': 99.75494384765625, 'Woman': 99.75494384765625, 'Skin': 79.61143493652344, 'Body Part': 62.2511100769043, 'Neck': 62.2511100769043, 'Shoulder': 55.45317459106445, 'Dimples': 55.022544860839844}"
